	index	raw_category	category	count	nyuId	nyu40id	eigen13id	nyuClass	nyu40class	eigen13class	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	OpenSceneMatterport3D40Label	OpenSceneMatterport3D40Index	OpenSceneMatterport3D40Count	OpenSceneMatterport3D80Label	OpenSceneMatterport3D80Index	OpenSceneMatterport3D80Count	OpenSceneMatterport3D160Label	OpenSceneMatterport3D160Index	OpenSceneMatterport3D160Count
1028	1029	shower knob	shower knob	1	651.0	40.0	7.0	shower knob	otherprop	Objects							40	misc		0	0		0	0		0	0
1029	1030	wall statue	wall statue	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1030	1031	wal	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1031	1032	sink / basin	sink/basin	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1032	1033	celling borader	ceiling boarder	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1033	1034	clothes bag	clothes bag	1	55.0	37.0	7.0	bag	bag	Objects							40	misc		0	0		0	0	bag	118	11
1034	1035	perfumes	perfume	1	655.0	40.0	7.0	perfume	otherprop	Objects					n03916031	perfume.n.02	39	objects		0	0		0	0		0	0
1035	1036	heat	heat	1		40.0	7.0		otherprop	Objects					n03509025	heating_system.n.01	39	objects		0	0		0	0		0	0
1036	1037	kitchen counter support leg	kitchen counter support	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1037	1038	window  frame	window frame	1	59.0	9.0	13.0	window	window	Window					n04589593	window_frame.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
1038	1039	glassdoor	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
1039	1040	window closet door	window closet door	1	28.0	8.0	12.0	door	door	Wall	door						40	misc	door	2	2544	door	2	2544	door	2	2544
1040	1041	sticks	stick	1	529.0	40.0	7.0	stick	otherprop	Objects							40	misc		0	0		0	0		0	0
1041	1042	photo frame	picture frame	1	64.0	11.0	8.0	picture	picture	Picture					n03931765	picture_frame.n.01	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
1042	1043	water pump	water pump	1		40.0	7.0		otherprop	Objects					n04561965	water_pump.n.01	39	objects		0	0		0	0		0	0
1043	1044	shower doorframe	shower door frame	1		40.0	7.0		otherprop	Objects					n04208936	shower.n.01	23	shower		0	0		0	0		0	0
1044	1045	stairs behind	stairs	1	215.0	38.0	7.0	stairs	otherstructure	Objects	stairs				n04314914	step.n.04	16	stairs	stairs	24	241	stairs	24	241	stairs	24	241
1045	1046	flood	floor	1	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
1046	1047	columned perimeter	columned perimeter	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1047	1048	shrine	shrine	1		40.0	7.0		otherprop	Objects					n04210390	shrine.n.01	40	misc		0	0		0	0		0	0
1048	1049	papers	paper	1	15.0	26.0	7.0	paper	paper	Objects					n14974264	paper.n.01	39	objects		0	0		0	0	paper	151	5
1049	1050	fireplace /w art	fireplace	1	372.0	38.0	7.0	fireplace	otherstructure	Objects					n03346455	fireplace.n.01	27	fireplace	fireplace	35	128	fireplace	35	128	fireplace	35	128
1050	1051	canvas stand	canvas stand	1	50.0	39.0	6.0	stand	otherfurniture	Furniture							40	misc		0	0	stand	55	62	stand	55	62
1051	1052	art / man statue	art/man statue	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1052	1053	bath towel	bath towel	1	135.0	27.0	7.0	towel	towel	Objects					n02808304	bath_towel.n.01	20	towel	towel	15	437	towel	15	437	towel	15	437
1053	1054	cradenza	credenza	1	7.0	12.0	6.0	counter	counter	Furniture					n03129753	credenza.n.01	36	furniture	counter	32	159	counter	32	159	counter	32	159
1054	1055	doorr frame	door frame	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
1055	1056	column statue	column statue	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1056	1057	water basin	water basin	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1057	1058	moulidng	molding	1		38.0	7.0		otherstructure	Objects					n02800354	baseboard.n.01	1	wall		0	0		0	0		0	0
1058	1059	tablet computer	tablet computer	1	46.0	40.0	7.0	computer	otherprop	Objects							40	misc		0	0		0	0	computer	149	7
1059	1060	artwork	artwork	1	64.0	11.0	8.0	picture	picture	Picture					n03931044	picture.n.01	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
1060	1061	towel bar shelf	towel bar shelf	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1061	1062	floor carpet	carpet	1	130.0	40.0	7.0	rug	floor mat	Objects					n04118021	rug.n.01	2	floor		0	0	rug	47	77	rug	47	77
1062	1063	wine cabinet	wine cabinet	1	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
1063	1064	shower rail	shower rail	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1064	1065	skirting board	skirting board	1	408.0	38.0	7.0	board	otherstructure	Objects					n02800354	baseboard.n.01	1	wall		0	0		0	0	board	110	15
1065	1066	playpen	playpen	1	815.0	39.0	6.0	playpen	otherfurniture	Furniture					n03964495	playpen.n.01	40	misc		0	0		0	0		0	0
1066	1067	room door	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
1067	1068	doorgrame	doorframe	1	615.0	38.0	7.0	door frame	otherstructure	Objects					n03222722	doorframe.n.01	4	door		0	0		0	0		0	0
1068	1069	makeup	makeup	1		40.0	7.0		otherprop	Objects					n03714235	makeup.n.01	39	objects		0	0		0	0		0	0
1069	1070	plant / art	plant/art	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1070	1071	sauna seating	seat	1	524.0	39.0	6.0	furniture	otherfurniture	Furniture					n04161981	seat.n.03	34	seating		0	0		0	0	furniture	84	26
1071	1072	bot	bot	1		40.0	7.0		otherprop	Objects					n02311879	bot.n.01	39	objects		0	0		0	0		0	0
1072	1073	handrail / other room	handrail /otherroom	1	453.0	38.0	7.0	banister	otherstructure	Objects					n02788148	bannister.n.02	30	railing	banister	23	241	banister	23	241	banister	23	241
1073	1074	rocking horse	rocking horse	1	389.0	40.0	7.0	toy	otherprop	Objects					n03523633	hobby.n.02	39	objects		0	0		0	0	toy	144	6
1074	1075	kitchen lower cabinet	kitchen lower cabinet	1	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
1075	1076	floor /other room	floor /otherroom	1	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
1076	1077	chair stand	chair stand	1	50.0	39.0	6.0	stand	otherfurniture	Furniture							40	misc		0	0	stand	55	62	stand	55	62
1077	1078	wall pack	wall pack	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1078	1079	towel box	towel box	1	26.0	29.0	7.0	box	box	Objects							40	misc	box	30	172	box	30	172	box	30	172
1079	1080	vessel sink	vessel sink	1	24.0	34.0	7.0	sink	sink	Objects	sink						40	misc	sink	16	417	sink	16	417	sink	16	417
1080	1081	can	can	1	329.0	40.0	7.0	can	otherprop	Objects			can	2946921.0	n02946921	can.n.01	39	objects		0	0		0	0		0	0
1081	1082	ceiling lattice	ceiling	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
1082	1083	backslash	backsplash	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1083	1084	ire place	fireplace	1	372.0	38.0	7.0	fireplace	otherstructure	Objects					n03346455	fireplace.n.01	27	fireplace	fireplace	35	128	fireplace	35	128	fireplace	35	128
1084	1085	divider	partition	1	21.0	1.0	12.0	wall	wall	Wall					n03894379	partition.n.01	40	misc	wall	1	7667	wall	1	7667	wall	1	7667
1085	1086	pathway	pathway	1		40.0	7.0		otherprop	Objects					n03899533	pathway.n.02	40	misc		0	0		0	0		0	0
1086	1087	laundry	laundry	1		40.0	7.0		otherprop	Objects					n03648219	laundry.n.01	38	clothes		0	0		0	0		0	0
1087	1088	tablecloth	tablecloth	1	292.0	40.0	7.0	tablecloth	otherprop	Objects					n04380143	tablecloth.n.01	39	objects		0	0		0	0		0	0
1088	1089	water dispenser	water dispenser	1	507.0	40.0	7.0	water dispenser	otherprop	Objects					n03210683	dispenser.n.01	39	objects		0	0		0	0		0	0
1089	1090	;photo	photo	1	508.0	40.0	7.0	photo	otherprop	Objects					n03925226	photograph.n.01	6	picture		0	0	photo	41	100	photo	41	100
1090	1091	door frame wall entry	door frame	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
1091	1092	plastic tarp	tarp	1		40.0	7.0		otherprop	Objects					n04395024	tarpaulin.n.01	39	objects		0	0		0	0		0	0
1092	1093	clothing stand	clothing stand	1	50.0	39.0	6.0	stand	otherfurniture	Furniture							40	misc		0	0	stand	55	62	stand	55	62
1093	1094	bathtab	bathtub	1	136.0	36.0	7.0	bathtub	bathtub	Objects	bathtub	bathtub	tub	2808440.0	n02808440	bathtub.n.01	25	bathtub	bathtub	37	121	bathtub	37	121	bathtub	37	121
1094	1095	apron	apron	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1095	1096	ceiling bedroom entry	ceiling	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
1096	1097	ashtray	ashtray	1	377.0	40.0	7.0	ashtray	otherprop	Objects					n02747802	ashtray.n.01	39	objects		0	0		0	0		0	0
1097	1098	control panel	control panel	1	408.0	38.0	7.0	board	otherstructure	Objects					n03098140	control_panel.n.01	39	objects		0	0		0	0	board	110	15
1098	1099	ironing board	ironing board	1	313.0	39.0	6.0	ironing board	otherfurniture	Furniture					n03586090	ironing_board.n.01	39	objects		0	0		0	0		0	0
1099	1100	exhaust pipe	exhaust pipe	1	41.0	40.0	7.0	pipe	otherprop	Objects					n03303510	exhaust_pipe.n.01	40	misc		0	0	pipe	53	62	pipe	53	62
1100	1101	rack of theater electronics	rack	1	50.0	39.0	6.0	stand	otherfurniture	Furniture					n04038440	rack.n.05	31	shelving		0	0	stand	55	62	stand	55	62
1101	1102	canvas	canvas	1	559.0	40.0	7.0	sheet	otherprop	Objects							40	misc		0	0		0	0	sheet	101	17
1102	1103	alarm clock	alarm clock	1	156.0	40.0	7.0	alarm clock	otherprop	Objects			clock	3046257.0	n02694662	alarm_clock.n.01	39	objects		0	0		0	0		0	0
1103	1104	ceiling lower	ceiling lower	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1104	1105	yarn machine	yarn machine	1	220.0	40.0	7.0	machine	otherprop	Objects							40	misc		0	0		0	0		0	0
1105	1106	tarrace door	terrace door	1	28.0	8.0	12.0	door	door	Wall	door						40	misc	door	2	2544	door	2	2544	door	2	2544
1106	1107	stand/table	stand/table	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1107	1108	statue base	statue	1	294.0	40.0	7.0	sculpture	otherprop	Objects					n04306847	statue.n.01	39	objects		0	0	sculpture	45	78	sculpture	45	78
1108	1109	swing	swing	1	389.0	40.0	7.0	toy	otherprop	Objects					n04371774	swing.n.02	39	objects		0	0		0	0	toy	144	6
1109	1110	extractor fan	extractor fan	1	74.0	40.0	7.0	fan	otherprop	Objects							40	misc		0	0	fan	43	85	fan	43	85
1110	1111	crib	crib	1	485.0	39.0	6.0	crib	otherfurniture	Furniture							40	misc		0	0		0	0		0	0
1111	1112	hallway wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1112	1113	side wall 2	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1113	1114	side wall 5	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1114	1115	mens urinal	urinal	1		40.0	7.0		otherprop	Objects					n04515991	urinal.n.01	39	objects		0	0		0	0		0	0
1115	1116	stacked chairs	stacked chair	1	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
1116	1117	patio floor	patio floor	1	11.0	2.0	5.0	floor	floor	Floor							40	misc	floor	4	2252	floor	4	2252	floor	4	2252
1117	1118	stair steps	stair step	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1118	1119	electrical controller	electrical controller	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1119	1120	kitchencounter	kitchen counter	1	7.0	12.0	6.0	counter	counter	Furniture	table	table	table	4379243.0	n03116530	counter.n.01	26	counter	counter	32	159	counter	32	159	counter	32	159
1120	1121	rotunda railing	rotunda railing	1	497.0	38.0	7.0	railing	otherstructure	Objects							40	misc		0	0	railing	44	83	railing	44	83
1121	1122	lamp table	lamp table	1	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
1122	1123	cabinet top	cabinet	1	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
1123	1124	tray with bottles of soap and lotion	tray	1	179.0	40.0	7.0	tray	otherprop	Objects					n04476259	tray.n.01	39	objects		0	0		0	0	tray	125	10
1124	1125	speakers	speaker	1	54.0	40.0	7.0	speaker	otherprop	Objects			speaker	3691459.0	n03691459	loudspeaker.n.01	39	objects		0	0		0	0	speaker	83	27
1125	1126	fancy cabinet	cabinet	1	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
1126	1127	air vent	air vent	1	25.0	38.0	7.0	air vent	otherstructure	Objects					n04526241	vent.n.01	40	misc	air vent	39	101	air vent	39	101	air vent	39	101
1127	1128	sofa couch	couch	1	83.0	6.0	9.0	sofa	sofa	Sofa	sofa	sofa	sofa	4256520.0	n04256520	sofa.n.01	10	sofa	sofa	18	290	sofa	18	290	sofa	18	290
1128	1129	channel	channel	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1129	1130	wall sign	wall sign	1	208.0	40.0	7.0	sign	otherprop	Objects							40	misc		0	0		0	0	sign	85	25
1130	1131	bench back	bench	1	204.0	39.0	6.0	bench	otherfurniture	Furniture	bench		bench	2828884.0	n02828884	bench.n.01	34	seating	bench	33	154	bench	33	154	bench	33	154
1131	1132	baby changing station	baby changing station	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1132	1133	paip	pip	1	286.0	40.0	7.0	fruit	otherprop	Objects					n11685091	pip.n.03	39	objects		0	0		0	0		0	0
1133	1134	bed arm pillows	pillow	1	119.0	18.0	7.0	pillow	pillow	Objects			pillow	3938244.0	n03938244	pillow.n.01	8	cushion	pillow	8	1335	pillow	8	1335	pillow	8	1335
1134	1135	shower tap	shower tap	1	132.0	40.0	7.0	shower cap	otherprop	Objects							40	misc		0	0		0	0		0	0
1135	1136	axe	axe	1		40.0	7.0		otherprop	Objects					n02764044	ax.n.01	39	objects		0	0		0	0		0	0
1136	1137	table shelf	shelf	1	42.0	15.0	6.0	shelves	shelves	Furniture					n04190052	shelf.n.01	31	shelving	shelves	17	417	shelves	17	417	shelves	17	417
1137	1138	washcloth	washcloth	1		40.0	7.0		otherprop	Objects					n04554523	washcloth.n.01	39	objects		0	0		0	0		0	0
1138	1139	coffee mug	coffee mug	1	263.0	40.0	7.0	vessel	otherprop	Objects			cup or mug	3797390.0	n03063599	coffee_mug.n.01	39	objects		0	0		0	0		0	0
1139	1140	iron panel	panel	1	559.0	40.0	7.0	sheet	otherprop	Objects					n03882058	panel.n.01	35	board_panel		0	0		0	0	sheet	101	17
1140	1141	door or window frame	door/window frame	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1141	1142	coffe table	coffee table	1	356.0	39.0	6.0	coffee table	otherfurniture	Furniture	table	table	table	4379243.0	n03063968	coffee_table.n.01	5	table	coffee table	31	159	coffee table	31	159	coffee table	31	159
1142	1143	dice	dice	1		40.0	7.0		otherprop	Objects					n03191029	die.n.01	39	objects		0	0		0	0		0	0
1143	1144	title	title	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1144	1145	toilet seat	toilet	1	124.0	33.0	7.0	toilet	toilet	Objects	toilet	toilet			n04446276	toilet.n.01	18	toilet	toilet	21	268	toilet	21	268	toilet	21	268
1145	1146	coffee table leg	coffee table	1	356.0	39.0	6.0	coffee table	otherfurniture	Furniture	table	table	table	4379243.0	n03063968	coffee_table.n.01	5	table	coffee table	31	159	coffee table	31	159	coffee table	31	159
1146	1147	soft chair	soft chair	1	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
1147	1148	icebox	icebox	1	17.0	24.0	6.0	refridgerator	refridgerator	Furniture					n04070727	refrigerator.n.01	37	appliances		0	0	refridgerator	50	65	refridgerator	50	65
1148	1149	showerfloor	shower floor	1	11.0	2.0	5.0	floor	floor	Floor					n04208936	shower.n.01	23	shower	floor	4	2252	floor	4	2252	floor	4	2252
1149	1150	floor outside	floor /outside	1	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
1150	1151	framing	framing	1		40.0	7.0		otherprop	Objects					n03390983	frame.n.10	40	misc		0	0		0	0		0	0
1151	1152	wall patch	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1152	1153	decorative bowl	decorative bowl	1	826.0	40.0	7.0	decorative bowl	otherprop	Objects	bowl		bowl	2880940.0	n02880940	bowl.n.03	39	objects		0	0		0	0		0	0
1153	1154	dog bed	dog bed	1	858.0	39.0	6.0	dog bed	otherfurniture	Furniture	bed	bed	bed	2818832.0	n02818832	bed.n.01	11	bed		0	0		0	0		0	0
1154	1155	pool sticks	pool stick	1	529.0	40.0	7.0	stick	otherprop	Objects					n03145522	cue.n.04	39	objects		0	0		0	0		0	0
1155	1156	exericse equipment	exercise equipment	1	457.0	39.0	6.0	excercise equipment	otherfurniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment		0	0		0	0	excercise equipment	113	14
1156	1157	remove floor behind	floor /otherroom	1	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
1157	1158	doorhandle	door handle	1	758.0	40.0	7.0	handle	otherprop	Objects							40	misc		0	0		0	0	handle	93	20
1158	1159	dishrag	dishrag	1		40.0	7.0		otherprop	Objects					n03207743	dishrag.n.01	39	objects		0	0		0	0		0	0
1159	1160	behind	behind	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1160	1161	drinking fountain	drinking fountain	1		40.0	7.0		otherprop	Objects					n03241335	drinking_fountain.n.01	40	misc		0	0		0	0		0	0
1161	1162	bureau	bureau	1	524.0	39.0	6.0	furniture	otherfurniture	Furniture	dresser	dresser			n03015254	chest_of_drawers.n.01	13	chest_of_drawers		0	0		0	0	furniture	84	26
1162	1163	night stand object	object	1		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
1163	1164	tub	bathtub	1	136.0	36.0	7.0	bathtub	bathtub	Objects	bathtub	bathtub	tub	2808440.0	n02808440	bathtub.n.01	25	bathtub	bathtub	37	121	bathtub	37	121	bathtub	37	121
1164	1165	parapet	parapet	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1165	1166	attic door	attic door	1	28.0	8.0	12.0	door	door	Wall	door						40	misc	door	2	2544	door	2	2544	door	2	2544
1166	1167	wall object	object	1		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
1167	1168	closet door knob	closet door knob	1	652.0	40.0	7.0	knob	otherprop	Objects							40	misc		0	0		0	0	knob	150	6
1168	1169	bathroom accessory	bathroom accessory	1		40.0	7.0		otherprop	Objects					n02671780	accessory.n.01	38	clothes		0	0		0	0		0	0
1169	1170	teddy	teddy bear	1	389.0	40.0	7.0	toy	otherprop	Objects					n04399382	teddy.n.01	39	objects		0	0		0	0	toy	144	6
1170	1171	wall toilet paper	wall toilet paper	1	15.0	26.0	7.0	paper	paper	Objects							40	misc		0	0		0	0	paper	151	5
1171	1172	coffee machine	coffee machine	1	234.0	40.0	7.0	coffee machine	otherprop	Objects					n03063338	coffee_maker.n.01	37	appliances		0	0		0	0		0	0
1172	1173	excercise equipment / other room	exercise equipment /otherroom	1	457.0	39.0	6.0	excercise equipment	otherfurniture	Furniture							40	misc		0	0		0	0	excercise equipment	113	14
1173	1174	storage cabinet	storage cabinet	1	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
1174	1175	toilet stall door	toilet stall door	1	28.0	8.0	12.0	door	door	Wall	door						40	misc	door	2	2544	door	2	2544	door	2	2544
1175	1176	bin of posters	bin	1	307.0	40.0	7.0	bin	otherprop	Objects					n02839910	bin.n.01	39	objects		0	0	bin	69	37	bin	69	37
1176	1177	photos	picture	1	64.0	11.0	8.0	picture	picture	Picture					n03931044	picture.n.01	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
1177	1178	push broom	broom	1	328.0	40.0	7.0	broom	otherprop	Objects					n02906734	broom.n.01	39	objects		0	0		0	0		0	0
1178	1179	art stand	art stand	1	50.0	39.0	6.0	stand	otherfurniture	Furniture							40	misc		0	0	stand	55	62	stand	55	62
1179	1180	shelf /w art	shelf /w art	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1180	1181	spiderman	spiderman statue	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1181	1182	mount	mount	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1182	1183	ac unit	air conditioning	1		40.0	7.0		otherprop	Objects					n02686379	air_conditioner.n.01	39	objects		0	0		0	0		0	0
1183	1184	newspaper	newspaper	1	873.0	40.0	7.0	newspapers	otherprop	Objects							40	misc		0	0		0	0		0	0
